index;Provincia;Municipio;Direccion;Estacion;FECHA-HORA;CO;NO2;O3;PART;SO2;SH2
39; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-06:40;;3;15;7;3;
40; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-06:50;;3;15;7;4;
41; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:00;;3;15;7;5;
42; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:10;;4;11;8;4;
43; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:20;;6;7;9;5;
44; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:30;;8;5;9;6;
45; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:40;;7;8;10;5;
46; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-07:50;;9;4;11;5;
47; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:00;;9;6;10;4;
48; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:10;;7;7;10;6;
49; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:20;;6;7;10;4;
50; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:30;;7;8;10;4;
51; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:40;;6;10;11;4;
52; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-08:50;;6;16;9;3;
53; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:00;;5;26;12;4;
54; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:10;;5;35;14;3;
55; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:20;;4;47;8;4;
56; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:30;;6;46;7;4;
57; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:40;;5;53;6;4;
58; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-09:50;;3;56;6;4;
59; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:00;;4;54;6;5;
60; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:10;;3;58;5;5;
61; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:20;;3;67;4;5;
62; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:30;;2;72;4;5;
63; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:40;;2;76;3;6;
64; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-10:50;;4;76;3;4;
65; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:00;;3;76;3;4;
66; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:10;;2;77;2;3;
67; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:20;;2;77;2;3;
68; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:30;;2;78;2;2;
69; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:40;;2;77;2;3;
70; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-11:50;;2;77;2;3;
71; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:00;;3;78;3;4;
72; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:10;;3;81;3;3;
73; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:20;;2;84;3;4;
74; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:30;;2;85;3;4;
75; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:40;;3;86;3;4;
76; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-12:50;;3;86;3;4;
77; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:00;;3;85;3;3;
78; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:10;;2;86;3;3;
79; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:20;;3;87;4;5;
80; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:30;;3;90;3;5;
81; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:40;;2;91;3;3;
82; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-13:50;;2;91;4;5;
83; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:00;;2;95;4;5;
84; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:10;;3;95;4;6;
85; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:20;;2;95;4;5;
86; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:30;;2;94;4;4;
87; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:40;;2;93;4;4;
88; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-14:50;;2;94;4;6;
89; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:00;;3;92;4;4;
90; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:10;;2;93;4;5;
91; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:20;;2;92;4;5;
92; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:30;;2;90;4;6;
93; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:40;;2;90;4;5;
94; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-15:50;;2;91;4;6;
95; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:00;;3;90;4;5;
96; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:10;;2;91;4;6;
97; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:20;;2;92;4;5;
98; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:30;;4;90;6;4;
99; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:40;;3;92;4;5;
100; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-16:50;;2;93;3;5;
101; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:00;;2;94;3;5;
102; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:10;;2;94;4;5;
103; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:20;;3;95;4;5;
104; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:30;;3;95;4;5;
105; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:40;;3;93;5;4;
106; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-17:50;;3;93;5;6;
107; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:00;;2;94;5;5;
108; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:10;;3;93;6;5;
109; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:20;;3;92;5;4;
110; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:30;;2;92;5;4;
111; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:40;;2;91;5;4;
112; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-18:50;;3;90;6;4;
113; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:00;;3;87;7;6;
114; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:10;;2;88;6;5;
115; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:20;;3;79;7;2;
116; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:30;;4;74;10;3;
117; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:40;;18;51;16;2;
118; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-19:50;;6;69;9;2;
119; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:00;;4;72;10;1;
120; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:10;;5;74;9;1;
121; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:20;;4;73;10;2;
122; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:30;;3;73;11;2;
123; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:40;;3;70;10;1;
124; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-20:50;;3;62;11;2;
125; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:00;;4;62;11;2;
126; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:10;;3;60;11;3;
127; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:20;;3;63;12;1;
128; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:30;;6;51;47;2;
129; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:40;;10;57;53;2;
130; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-21:50;;6;60;26;1;
131; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:00;;5;66;15;1;
132; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:10;;4;65;13;2;
133; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:20;;3;48;13;4;
134; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:30;;4;46;16;3;
135; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:40;;4;50;17;3;
136; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-22:50;;4;50;21;3;
137; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:00;;4;47;20;2;
138; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:10;;4;42;17;3;
139; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:20;;5;41;25;3;
140; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:30;;5;37;24;3;
141; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:40;;4;32;21;2;
142; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;15/03/21-23:50;;5;31;25;3;
143; SEVILLA; SAN NICOLAS DEL PUERTO; PARQUE SIERRA NORTE;  SIERRA NORTE;16/03/21-00:00;;5;33;26;5;
0; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-00:10;196;5;64;0;4;
1; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-00:20;192;5;64;0;5;
2; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-00:30;176;6;64;0;4;
3; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-00:40;192;5;65;0;4;
4; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-00:50;168;6;64;0;4;
5; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:00;193;5;65;1;4;
6; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:10;166;4;64;1;4;
7; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:20;182;7;64;1;4;
8; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:30;202;5;66;1;5;
9; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:40;190;5;67;1;4;
10; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-01:50;196;5;66;2;4;
11; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:00;176;6;67;2;5;
12; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:10;174;5;67;2;5;
13; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:20;181;7;69;2;5;
14; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:30;188;7;68;2;4;
15; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:40;185;8;60;2;4;
16; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-02:50;194;8;57;2;4;
17; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:00;177;8;56;2;4;
18; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:10;185;11;47;2;4;
19; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:20;191;14;41;1;5;
20; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:30;203;18;42;1;5;
21; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:40;188;17;41;1;5;
22; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-03:50;184;14;43;1;4;
23; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:00;187;12;43;1;4;
24; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:10;197;12;39;0;5;
25; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:20;165;10;44;0;5;
26; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:30;194;7;44;0;4;
27; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:40;182;9;45;0;4;
28; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-04:50;172;7;46;0;4;
29; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:00;200;7;49;0;4;
30; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:10;205;7;47;0;4;
31; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:20;211;8;46;1;5;
32; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:30;194;18;42;0;5;
33; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:40;198;50;21;0;5;
34; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-05:50;197;31;24;0;5;
35; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:00;159;29;26;1;5;
36; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:10;165;34;26;2;4;
37; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:20;196;31;27;2;5;
38; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:30;199;21;36;3;5;
39; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:40;208;13;40;3;5;
40; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-06:50;185;11;41;3;5;
41; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:00;202;15;37;4;4;
42; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:10;190;11;36;4;4;
43; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:20;184;9;39;4;5;
44; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:30;209;6;39;4;5;
45; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:40;200;14;39;4;5;
46; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-07:50;208;58;21;4;5;
47; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:00;194;52;18;4;4;
48; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:10;183;64;10;5;4;
49; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:20;190;32;22;4;5;
50; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:30;205;27;29;4;5;
51; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:40;195;19;31;3;5;
52; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-08:50;170;18;30;3;5;
53; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:00;170;16;35;3;5;
54; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:10;188;15;35;3;5;
55; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:20;196;17;40;2;5;
56; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:30;171;19;39;2;5;
57; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:40;180;20;41;2;5;
58; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-09:50;214;30;39;2;5;
59; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:00;212;44;31;2;5;
60; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:10;222;44;41;2;5;
61; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:20;205;33;48;2;5;
62; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:30;244;41;52;2;5;
63; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:40;292;40;57;3;5;
64; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-10:50;290;38;58;5;5;
65; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:00;263;32;62;5;5;
66; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:10;267;26;62;5;5;
67; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:20;248;20;61;5;4;
68; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:30;248;41;56;7;5;
69; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:40;255;18;61;5;5;
70; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-11:50;200;19;65;6;5;
71; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:00;216;20;65;6;5;
72; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:10;227;19;69;6;5;
73; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:20;213;16;68;6;5;
74; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:30;208;20;68;7;5;
75; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:40;216;22;70;8;5;
76; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-12:50;213;18;72;9;5;
77; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:00;207;21;74;8;5;
78; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:10;204;44;70;9;5;
79; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:20;233;35;77;9;5;
80; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:30;184;24;82;8;5;
81; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:40;179;15;83;9;5;
