index;Provincia;Municipio;Direccion;Estacion;FECHA-HORA;CO;NO2;O3;PART;SO2;SH2
82; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-13:50;207;15;84;9;5;
83; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:00;220;23;83;10;5;
84; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:10;216;26;80;11;5;
85; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:20;182;17;85;10;5;
86; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:30;205;41;80;11;5;
87; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:40;218;14;87;10;5;
88; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-14:50;221;16;87;10;5;
89; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:00;210;20;86;10;5;
90; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:10;207;14;91;12;5;
91; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:20;201;14;89;10;5;
92; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:30;191;14;90;10;5;
93; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:40;199;12;92;10;5;
94; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-15:50;213;11;92;10;5;
95; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:00;212;12;92;9;5;
96; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:10;195;14;91;9;5;
97; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:20;211;10;94;9;5;
98; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:30;206;11;96;9;5;
99; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:40;214;13;96;8;5;
100; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-16:50;181;10;96;9;5;
101; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:00;181;15;94;9;5;
102; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:10;206;18;92;10;4;
103; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:20;193;26;91;9;5;
104; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:30;190;15;93;9;5;
105; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:40;203;12;93;9;5;
106; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-17:50;202;16;93;9;5;
107; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:00;194;15;93;8;5;
108; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:10;201;13;95;9;5;
109; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:20;196;12;97;8;4;
110; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:30;231;14;94;9;5;
111; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:40;217;23;91;9;5;
112; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-18:50;216;24;89;10;5;
113; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:00;202;29;86;9;5;
114; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:10;197;27;83;11;5;
115; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:20;215;36;77;13;5;
116; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:30;228;58;61;12;5;
117; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:40;217;42;63;11;5;
118; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-19:50;209;18;70;9;5;
119; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:00;196;13;68;9;5;
120; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:10;194;12;59;10;5;
121; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:20;208;13;65;10;5;
122; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:30;204;11;63;9;5;
123; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:40;193;13;64;9;5;
124; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-20:50;205;18;60;9;5;
125; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:00;211;10;61;9;5;
126; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:10;212;7;62;9;5;
127; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:20;214;9;67;9;5;
128; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:30;193;11;69;8;5;
129; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:40;197;9;69;8;5;
130; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-21:50;197;8;66;7;5;
131; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:00;196;9;67;7;5;
132; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:10;176;10;66;6;5;
133; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:20;187;7;63;6;5;
134; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:30;228;7;60;6;5;
135; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:40;218;7;59;6;5;
136; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-22:50;194;7;56;5;5;
137; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:00;206;12;47;5;5;
138; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:10;206;26;46;5;5;
139; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:20;214;16;50;5;5;
140; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:30;223;13;54;5;5;
141; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:40;206;10;62;4;5;
142; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;15/03/21-23:50;205;7;72;4;5;
143; SEVILLA; GUILLENA; POLIGONO INDUSTRIAL EL CERRO S/N;  COBRE LAS CRUCES;16/03/21-00:00;206;7;73;4;5;
